brand,model,year,head_weight_g,dimension,vcog,moi,rcog,loft,adj_vcog,vcog_cf,cf_1,cf_2,points,mpf,category,iron_number,source_pdf
TITLESIST,AP2 (Forged) #6,2008,259.0,1.216,0.758,12.5770,0.497,31,-0.025,0.733,0,38,521,551,Game Improvement,6,MPF_TITLEIST.pdf
NIKE,Sumo SQ #6,2008,268.0,1.197,0.806,15.8171,0.594,29,-0.082,0.724,0,47,520,550,Conventional,6,MPF_NIKE.pdf
TAYLORMADE,PSi #6,2016,262.6,1.323,0.835,13.4657,0.479,28,-0.019,.816,0,13,520,550,Conventional,6,MPF_TAYLORMADE.pdf
TITLEIST,AP2 710 Forged #6,2010,260,1.265,0.797,12.1495,0.540,32,-0.026,0.771,0,24,518,548,Conventional,6,MPF_TITLEIST.pdf
ADAMS,GT Tight Lies,2003,254,1.159,0.792,12.59800,0.600,27,-0.100,.692,0,50,517,547,Conventional,,MPF_ADAMS_GOLF.pdf
TAD MOORE,Titanium Face,1998,264,1.200,0.816,13.37230,0.587,26,-0.092,.724,0,40,516,546,Conventional,,MPF_MISC.pdf
PING,i 3 Blade,2001,256,1.270,0.825,11.60948,0.500,26,-0.048,.777,0,23,516,546,Conventional,,MPF_PING.pdf
CALLAWAY,Diablo Forged #6,2010,261,1.240,0.788,13.8764,0.481,28,-0.033,0.755,0,28,513,543,Conventional,6,MPF_CALLAWAY.pdf
MIZUNO,PRO 245 #6,2024,258.2,1.262,0.820,11.9925,0.511,27,-0.047,.773,0,24,513,543,Conventional,6,MPF_MIZUNO.pdf
PXG,GEN 5 0311 T #6,2022,257.8,1.331,0.835,12.6749,0.451,28,-0.004,0.831,0,13,513,543,Conventional,6,MPF_PXG.pdf
COBRA,Forged Tec-X #6,2022,260,1.186,0.799,11.9517,0.557,24,-0.089,.710,0,36,512,542,Conventional,6,MPF_COBRA.pdf
MIZUNO,PRO M-15 #6,2026,256.8,1.216,0.822,11.9459,0.569,26.5,-0.082,.740,0,36,512,542,Conventional,6,MPF_MIZUNO.pdf
TITLEIST,704 CB (forged stainless),2004,255,1.236,0.803,13.38700,0.512,27,-0.052,.751,0,27,512,542,Conventional,,MPF_TITLEIST.pdf
SPALDING,Top-Flite Tour,1998,258,1.312,0.850,12.00148,0.475,25,-0.037,.813,0,12,511,541,Conventional,,MPF_SPALDING.pdf
PING,i540 #6,2026,256.1,1.335,0.866,15.4534,0.475,26,-0.026,.840,0,15,510,540,Conventional,6,MPF_PING.pdf
TAYLORMADE,P790 #6,2018,263.6,1.257,0.794,13.5910,0.444,27,-0.020,.774,0,27,510,540,Conventional,6,MPF_TAYLORMADE.pdf
TAYLORMADE,Burner Plus Womens #6,2009,256.9,1.325,0.869,14.4290,0.533,28,-0.038,0.831,0,14,508,538,Conventional,6,MPF_TAYLORMADE.pdf
MACGREGOR,M675 #6,2005,258,1.148,.817,11.4305,.707,31,-.130,.687,0,46,507,537,Conventional,6,MPF_MACGREGOR.pdf
MALTBY,Logic Pro Tour,1999,256,1.200,0.760,11.55649,0.450,27,-0.032,.728,0,35,507,537,Conventional,,MPF_MALTBY.pdf
BRIDGESTONE,J 33 #6,2005,263,1.174,0.802,13.3772,0.625,30,-0.094,.708,0,40,506,536,Conventional,6,MPF_BRIDGESTONE_GOLF.pdf
COBRA,Gravity Back (optimum inertia),1999,255,1.258,0.832,14.44361,0.525,27,-0.051,.781,0,29,506,536,Conventional,,MPF_COBRA.pdf
MIZUNO,JPX 921 Forged #6,2021,257.4,1.354,0.842,14.8843,0.426,27.5,0.002,.844,-4,0,506,536,Conventional,6,MPF_MIZUNO.pdf
WISHON,550M #6 Forged,2010,259.0,1.234,.786,11.3628,.531,31,-.035,.751,0,23,506,536,Conventional,6,MPF_WISHON.pdf
COBRA,King Tec Forged #6,2025,264,1.264,0.850,12.8881,0.548,26,-0.065,.785,0,26,505,535,Conventional,6,MPF_COBRA.pdf
MIZUNO,MX-950 Hemi COG (Forged) #6 Hybrid Design,2008,263.0,1.203,0.875,13.4022,0.732,29,-0.137,0.738,0,40,505,535,Conventional,6,MPF_MIZUNO.pdf
GOLFSMITH,Snake Eyes VNM #5,2008,254.0,1.254,0.799,13.2295,0.434,26,-0.022,0.777,0,26,503,533,Conventional,5,MPF_GOLFSMITH.pdf
MIZUNO,Pro 223 Forged #6,2023,256.4,1.253,0.812,12.8287,0.497,28,-0.035,.777,0,26,502,532,Conventional,6,MPF_MIZUNO.pdf
CALLAWAY,Max X Forged #6,2026,258.3,1.271,0.817,12.6395,0.460,27,-0.022,.795,0,25,501,531,Conventional,6,MPF_CALLAWAY.pdf
GOLFSMITH,Snake Eyes TC-01,2000,255,1.305,0.820,12.29580,0.425,27,-0.004,.816,0,12,501,531,Conventional,,MPF_GOLFSMITH.pdf
NIKE,Slingshot #6,2010,249,1.300,0.871,13.5831,0.585,29,-0.057,0.814,0,14,500,530,Conventional,6,MPF_NIKE.pdf
TITLEIST,T100S Forged #6,2020,258.6,1.270,0.798,14.6348,0.423,28,0.001,0.799,0,29,500,530,Conventional,6,MPF_TITLEIST.pdf
TITLEIST,DCI Oversize +,1995,259,1.255,0.875,14.21975,0.625,27,-0.091,.784,0,28,499,529,Conventional,,MPF_TITLEIST.pdf
CLEVELAND,TA2,2003,255,1.210,0.798,12.73030,0.500,27,-0.048,.750,0,38,498,528,Conventional,,MPF_CLEVELAND.pdf
GOLFSMITH,Harvey Penick Professional Tour,2000,254,1.262,0.830,13.19993,0.487,26,-0.040,.790,0,26,498,528,Conventional,,MPF_GOLFSMITH.pdf
TAYLORMADE,Burner Plus #6,2009,258.9,1.298,0.856,14.7501,0.533,28,-0.041,0.815,0,15,498,528,Conventional,6,MPF_TAYLORMADE.pdf
TITLEIST,T100 Forged #6,2020,258.7,1.264,0.784,14.7982,0.431,30,0.012,0.796,0,30,498,528,Conventional,6,MPF_TITLEIST.pdf
BRIDGESTONE,J15DF Forged #6,2015,253.3,1.243,0.796,11.5937,0.457,27.5,-0.026,.770,0,23,496,526,Conventional,6,MPF_BRIDGESTONE_GOLF.pdf
CALLAWAY,Apex Forged Ai200 #6,2025,262.2,1.310,0.889,13.2745,0.562,26,-0.062,.827,0,13,496,526,Conventional,6,MPF_CALLAWAY.pdf
WILSON,X-31 (forged) #6,1969,278,1.195,0.814,11.72600,0.650,33,-0.079,.735,0,35,495,525,Conventional,6,MPF_WILSON.pdf
COBRA,Forged Tec #6,2022,260.6,1.266,0.850,12.8879,0.522,26,-0.052,.798,0,26,494,524,Conventional,6,MPF_COBRA.pdf
WILSON,Launch Pad #6,2020,262.8,1.336,0.942,16.9799,0.678,27.5,-0.101,.841,-1,0,494,524,Conventional,6,MPF_WILSON.pdf
WILSON,D100 #6,2014,264.3,1.392,0.886,15.9883,0.484,27,-0.017,.869,-29,0,494,524,Conventional,6,MPF_WILSON.pdf
DYNACRAFT,Limited,1995,258,1.163,0.825,14.21411,0.650,28,-0.112,.713,0,43,493,523,Conventional,,MPF_DYNACRAFT.pdf
TITLEIST,695 MB #6,2006,259,1.184,.820,12.3981,.645,31,-.092,.728,0,37,493,523,Conventional,6,MPF_TITLEIST.pdf
WILSON,Staff R. Mendralla #5,1999,263,1.189,0.850,14.3335,0.651,27,-0.111,.739,0,43,493,523,Conventional,5,MPF_WILSON.pdf
PXG,PXG 0311T #6,2016,258.6,1.281,0.822,12.3123,0.476,28,-0.021,0.801,0,12,492,522,Conventional,6,MPF_PXG.pdf
MIZUNO,T-ZOID Pro #6,1999,256,1.188,0.797,13.35730,0.562,30,-0.059,.738,0,40,490,520,Conventional,6,MPF_MIZUNO.pdf
TAYLORMADE,Tour Burner #6,2008,260.2,1.301,0.826,14.9486,0.457,29,0,0.826,0,15,490,520,Conventional,6,MPF_TAYLORMADE.pdf
TAYLORMADE,P770 #6,2017,258.6,1.252,0.783,11.8159,0.407,28.5,0.005,.788,0,24,488,518,Conventional,6,MPF_TAYLORMADE.pdf
TITLEIST,AP2 714 #6,2014,259.4,1.220,0.790,13.7015,0.492,29,-0.030,0.760,0,27,487,517,Conventional,6,MPF_TITLEIST.pdf
TITLEIST,CB 710 Forged #6,2010,257,1.250,0.805,11.6609,0.515,31,-0.019,0.786,0,23,487,517,Conventional,6,MPF_TITLEIST.pdf
WILSON,D7 #6,2019,265.1,1.371,0.900,16.2624,0.502,25,-0.038,.862,-22,0,487,517,Conventional,6,MPF_WILSON.pdf
NIKE,Vr TW Forged #6,2009,261.5,1.175,0.785,12.2332,0.570,31,-0.059,0.726,0,37,486,516,Conventional,6,MPF_NIKE.pdf
GOLFSMITH,Tour Cavity Forged,2000,256,1.230,0.830,13.66343,0.537,27,-0.058,.772,0,27,485,515,Conventional,,MPF_GOLFSMITH.pdf
MIZUNO,MX-25 #6,2006,265,1.167,0.814,13.8119,0.625,30,-0.090,.724,0,41,484,514,Conventional,6,MPF_MIZUNO.pdf
PING,i 3 O-Size,2001,251,1.358,0.860,13.10966,0.425,26,-0.003,.857,-17,0,484,514,Conventional,,MPF_PING.pdf
TAYLOR MADE,TP #6,2005,259,1.165,0.820,13.3194,0.671,32,-0.099,.721,0,40,484,514,Conventional,6,MPF_TAYLORMADE.pdf
PING,Blueprint S #6,2024,254.8,1.254,0.801,12.8464,0.452,29,-0.004,.797,0,26,483,513,Conventional,6,MPF_PING.pdf
PING,i25 #6,2014,258.2,1.380,0.833,13.8428,0.419,30,0.036,.869,-29,0,482,512,Conventional,6,MPF_PING.pdf
PRECEPT,Tour Premium CB,2001,253,1.146,0.803,12.28720,0.600,26,-0.102,.701,0,37,482,512,Conventional,,MPF_PRECEPT.pdf
TOMMY ARMOUR,845 EVO V-31 RO Blade,2000,250,1.240,0.810,12.46007,0.450,26,-0.027,.783,0,25,482,512,Conventional,,MPF_TOMMYARMOUR.pdf
NIKE,VrS Covert #6 Forged,2014,262.9,1.253,0.834,13.7941,0.524,29,-0.034,.800,0,28,481,511,Conventional,6,MPF_NIKE.pdf
CALLAWAY,X2 Hot Pro #6,2014,263.3,1.299,0.822,11.7954,0.402,27,0.009,.831,0,12,480,510,Conventional,6,MPF_CALLAWAY.pdf
MIZUNO,JPX EZ Forged #6,2015,263,1.386,0.870,15.63730,0.455,28,0.004,.874,-34,0,478,508,Conventional,6,MPF_MIZUNO.pdf
TAYLORMADE,R11 #6,2012,267,1.324,0.857,14.93110,0.501,29,-0.014,.843,-3,0,478,508,Conventional,6,MPF_TAYLORMADE.pdf
TAYLORMADE,CB Forged-Tour Preferred #6,2011,262.5,1.302,0.865,13.8651,0.529,29,-0.027,.838,0,14,478,508,Conventional,6,MPF_TAYLORMADE.pdf
TITLEIST,AP2 718 #6,2018,259.3,1.266,0.783,14.7683,0.417,30,0.020,0.803,0,15,478,508,Conventional,6,MPF_TITLEIST.pdf
TOMMY ARMOUR,855s Golden Scot #6,1996,266,1.330,0.851,14.56340,0.500,30,-0.005,.846,-6,0,478,508,Conventional,6,MPF_TOMMYARMOUR.pdf
COBRA,King Forged Tec One #6,2020,269.1,1.213,0.837,12.9471,0.561,26,-0.075,.762,0,26,477,507,Conventional,6,MPF_COBRA.pdf
SRIXON,ZXi7 Forged #6,2025,260.0,1.217,0.784,12.1861,0.454,28,-0.020,.764,0,24,477,507,Conventional,6,MPF_SRIXON.pdf
BRIDGESTONE,Tour B JGR Forged HF2 #6,2019,258.6,1.219,0.801,12.6927,0.473,27,-0.033,.768,0,25,476,506,Conventional,6,MPF_BRIDGESTONE_GOLF.pdf
MIZUNO,PRO M-13 #6,2026,253.7,1.233,0.833,12.1274,0.541,28,-0.052,.781,0,24,476,506,Conventional,6,MPF_MIZUNO.pdf
MIZUNO,PRO 243 #6,2024,255.5,1.232,0.822,12.2869,0.513,28,-0.040,.782,0,25,475,505,Conventional,6,MPF_MIZUNO.pdf
SRIXON,Z585 #6,2019,258.9,1.208,0.813,13.2267,0.518,27,-0.053,.760,0,26,474,504,Conventional,6,MPF_SRIXON.pdf
TITLEIST,AP2-712 Forged #6,2012,258,1.228,0.796,13.1825,0.505,31,-0.016,.780,0,26,474,504,Conventional,6,MPF_TITLEIST.pdf
CALLAWAY,X Forged #6,2026,259.9,1.208,0.769,11.7009,0.446,29,-0.011,.758,0,23,473,503,Conventional,6,MPF_CALLAWAY.pdf
MIZUNO,MX-900 #6,2006,253,1.230,0.880,13.356,0.675,30,-0.096,.784,0,27,473,503,Conventional,6,MPF_MIZUNO.pdf
GOLFSMITH,Snake Eyes 675XC (Forged) #6,2008,263.5,1.266,0.828,13.6777,0.495,29,-0.020,0.808,0,14,472,502,Conventional,6,MPF_GOLFSMITH.pdf
MIZUNO,Altron #5,1988,261,1.270,0.860,12.7082,0.534,27,-0.049,.811,0,13,472,502,Conventional,5,MPF_MIZUNO.pdf
BEN HOGAN,Apex Edge,2001,257,1.204,0.840,13.12822,0.575,26,-0.081,.759,0,26,471,501,Conventional,,MPF_BEN_HOGAN.pdf
MACGREGOR,M685 #6,2006,255,1.150,.894,13.4102,.828,31,-.175,.719,0,40,471,501,Conventional,6,MPF_MACGREGOR.pdf
TAYLORMADE,Burner Super Launch #6,2011,260.8,1.439,0.948,17.2970,0.629,29,-0.057,.891,-77,0,471,501,Conventional,6,MPF_TAYLORMADE.pdf
LYNX,Black Cat Tour Milled DC #5,2006,255,1.212,.819,14.0487,.512,27,-.048,.771,0,28,469,499,Conventional,5,MPF_LYNX.pdf
CALLAWAY,RAZR -R- Muscle Back #6,2012,260,1.205,0.797,11.19340,0.511,29,-0.038,.759,0,22,468,498,Conventional,6,MPF_CALLAWAY.pdf
WILSON,DynaPwr #6,2023,262.3,1.316,0.912,16.5050,0.558,24,-0.068,.844,-4,0,468,498,Conventional,6,MPF_WILSON.pdf
MIZUNO,T-ZOID MX20 #6,2002,262,1.194,0.800,13.48950,0.512,28,-0.046,.754,0,27,467,497,Conventional,6,MPF_MIZUNO.pdf
SRIXON,Z565 #6,2017,261.4,1.213,0.805,13.3564,0.459,26,-0.032,.773,0,27,467,497,Conventional,6,MPF_SRIXON.pdf
BEN HOGAN,Edge GCD Tour,1996,251,1.230,0.863,13.01990,0.625,30,-0.073,.790,0,26,466,496,Conventional,,MPF_BEN_HOGAN.pdf
MIZUNO,JPX 800 #6 Forged,2011,260.4,1.231,0.826,13.2760,0.503,28,-0.034,.792,0,27,466,496,Conventional,6,MPF_MIZUNO.pdf
GOLFSMITH,XPC Tour Steel,2001,252,1.267,0.820,13.77067,0.425,27,-0.004,.816,0,14,465,495,Conventional,,MPF_GOLFSMITH.pdf
TITLESIST,Z.B. (Forged) #6,2008,257.0,1.206,0.767,11.7185,0.466,31,-0.003,0.764,0,23,465,495,Conventional,6,MPF_TITLEIST.pdf
TITLEIST,DCI 962,1998,258,1.213,0.825,11.88493,0.525,27,-0.053,.772,0,24,465,495,Conventional,,MPF_TITLEIST.pdf
COBRA,King Cobra Pro CB (Forged) #6,2008,258.0,1.197,0.769,10.3236,0.470,30,-0.015,0.754,0,21,464,494,Conventional,6,MPF_COBRA.pdf
TITLEIST,CB Forged 714 #6,2014,259.7,1.225,0.807,11.7076,0.506,30,-0.023,0.784,0,23,464,494,Conventional,6,MPF_TITLEIST.pdf
ADAMS,Tight Lies Tour #6,2001,256,1.090,0.761,12.33920,0.612,32,-0.085,.676,0,49,463,493,Conventional,6,MPF_ADAMS_GOLF.pdf
CLEVELAND,CG Red MCT #6,2008,257.5,1.221,0.768,13.7647,0.412,30,0.018,0.786,0,28,463,493,Conventional,6,MPF_CLEVELAND.pdf
CLEVELAND,CG-16 Tour-Laser Milled #6,2011,254.5,1.228,.810,13.5296,.497,30,-.017,.793,0,27,462,492,Conventional,6,MPF_CLEVELAND.pdf
CLEVELAND,CG-16 Tour-Laser Milled #6,2011,254.5,1.228,.810,13.5296,.497,30,-0.017,.793,0,27,462,492,Conventional,6,MPF_CLEVELAND.pdf
GOLFSMITH,Tour Cavity Pro,2001,255,1.215,0.800,12.11288,0.450,27,-0.022,.778,0,24,461,491,Conventional,,MPF_GOLFSMITH.pdf
SRIXON,ZX 7 #6,2021,257.2,1.222,0.801,12.6984,0.454,28,-0.015,.786,0,25,461,491,Conventional,6,MPF_SRIXON.pdf
SRIXON,Z545 #6,2016,262,1.217,0.833,13.3400,0.519,27,-0.048,.785,0,27,459,489,Conventional,6,MPF_SRIXON.pdf
CALLAWAY,Apex 21 Pro #6,2021,259.9,1.199,0.778,11.6484,0.455,29,-0.013,.765,0,23,457,487,Conventional,6,MPF_CALLAWAY.pdf
CALLAWAY,Apex CB Forged 24 #6,2024,260.6,1.203,0.792,12.4035,0.491,30,-0.020,.772,0,25,456,486,Conventional,6,MPF_CALLAWAY.pdf
COBRA,King Tour #6,2023,261.1,1.215,0.815,13.1850,0.485,28,-0.028,.787,0,26,454,484,Conventional,6,MPF_COBRA.pdf
TOMMY ARMOUR,845 HB,2004,261,1.332,0.950,15.28030,0.650,26,-0.091,.859,-19,0,454,484,Conventional,,MPF_TOMMYARMOUR.pdf
CALLAWAY,Apex Forged Ai300 #6,2025,258.6,1.255,0.885,13.6158,0.564,25,-0.070,.815,0,13,453,483,Conventional,6,MPF_CALLAWAY.pdf
CLEVELAND,CG1 #6,2005,259,1.127,.822,11.8157,.670,30,-.113,.709,0,35,453,483,Conventional,6,MPF_CLEVELAND.pdf
CALLAWAY,Apex 21 #6,2021,261.0,1.256,0.838,12.1039,0.453,26,-0.021,.817,0,12,451,481,Conventional,6,MPF_CALLAWAY.pdf
WISHON,870 Ti Ticor #6,2010,260.2,1.270,.888,16.2975,.604,30,-.053,.835,0,16,451,481,Conventional,6,MPF_WISHON.pdf
GOLFSMITH,XPC Sapphire,2002,253,1.251,0.784,16.03293,0.375,29,0.033,.817,0,16,450,480,Conventional,,MPF_GOLFSMITH.pdf
PING,i530 #6,2024,258.6,1.300,0.877,16.0887,0.477,25,-0.032,.845,-5,0,450,480,Conventional,6,MPF_PING.pdf
TAYLORMADE,Burner Super #6 Launch (Womens),2011,256.1,1.448,0.950,17.0888,0.611,29,-0.047,.903,-95,0,450,480,Conventional,6,MPF_TAYLORMADE.pdf
TAYLORMADE,R7 CGB Max #6,2008,262.0,1.246,0.866,13.6690,0.522,25,-0.055,0.811,0,14,449,479,Conventional,6,MPF_TAYLORMADE.pdf
MIZUNO,MP-20 HMB #6,2020,258.4,1.257,0.837,12.8879,0.474,28.5,-0.015,.822,0,13,448,478,Conventional,6,MPF_MIZUNO.pdf
CALLAWAY,Apex Forged #6,2019,260.8,1.260,0.854,12.8701,0.472,26,-0.027,.827,0,13,446,476,Conventional,6,MPF_CALLAWAY.pdf
COBRA,King Cobra Pro CB #6 Forged,2011,256.7,1.199,0.807,10.4504,0.506,29,-0.033,.774,0,21,446,476,Conventional,6,MPF_COBRA.pdf
POWER BILT,Citation Forged,2003,256,1.155,0.794,11.91980,0.487,26,-0.049,.745,0,36,446,476,Conventional,,MPF_POWERBILT.pdf
TITLEIST,822-OS,2002,258,1.420,0.890,14.89150,0.425,26,0.004,.894,-81,0,445,475,Conventional,,MPF_TITLEIST.pdf
WILSON,C300 #6,2018,265,1.319,0.894,15.9094,0.512,26,-0.037,.857,-17,0,445,475,Conventional,6,MPF_WILSON.pdf
COBRA,King Forged Tec #6,2016,262.4,1.202,0.806,13.2774,0.451,27,-0.021,.785,0,27,444,474,Conventional,6,MPF_COBRA.pdf
PING,i200 #6,2017,261.1,1.330,0.840,14.2965,0.424,29.5,0.023,.863,-23,0,444,474,Conventional,6,MPF_PING.pdf
TAYLOR MADE,RAC Coin #6 (forged),2003,262,1.081,0.790,12.07120,0.650,31,-0.105,.685,0,48,444,474,Conventional,6,MPF_TAYLORMADE.pdf
WILSON,Custom Laura Baugh #5,1975,277,1.138,0.828,13.0540,0.631,29,-0.095,.733,0,39,444,474,Conventional,5,MPF_WILSON.pdf
POWER BILT,V-1 Cavity Spirits,2000,255,1.173,0.820,14.82034,0.500,24,-0.060,.760,0,30,443,473,Conventional,,MPF_POWERBILT.pdf
SRIXON,Z765 #6,2017,258.7,1.194,0.767,12.7671,0.371,27.5,0.010,.777,0,26,443,473,Conventional,6,MPF_SRIXON.pdf
WISHON,560 MC Forged #5,2006,256,1.201,.845,13.2181,.537,26,-.061,.784,0,26,443,473,Conventional,5,MPF_WISHON.pdf
COBRA,King Forged Tec #6,2020,264.4,1.201,0.845,13.4177,0.534,26.5,-0.059,.786,0,27,442,472,Conventional,6,MPF_COBRA.pdf
MIZUNO,Pro 225 Forged #6,2023,257.7,1.234,0.832,12.4507,0.464,26.5,-0.028,.804,0,12,442,472,Conventional,6,MPF_MIZUNO.pdf
WISHON,555M #6 Forged,2010,263,1.182,.797,11.5668,.535,31,-.034,.763,0,23,442,472,Conventional,6,MPF_WISHON.pdf
BEN HOGAN,Apex Edge Pro,2002,255,1.197,0.826,11.34464,0.500,26,-0.047,.779,0,23,441,471,Conventional,,MPF_BEN_HOGAN.pdf
COBRA,TRD II V-groove,1990,262,1.181,0.837,14.24740,0.575,28,-0.069,.768,0,28,441,471,Conventional,,MPF_COBRA.pdf
CALLAWAY,Apex MB Forged 24 #6,2024,260.8,1.229,0.807,12.1334,0.477,30,-0.006,.801,0,12,440,470,Conventional,6,MPF_CALLAWAY.pdf
BRIDGESTONE,J 33 Center Pad #6,2005,263,1.071,0.789,12.4732,0.652,31,-0.107,.682,0,50,439,469,Conventional,6,MPF_BRIDGESTONE_GOLF.pdf
PING,i20 #6,2012,257.7,1.341,0.836,13.7685,0.422,30,0.035,.871,-31,0,429,469,Conventional,6,MPF_PING.pdf
DYNACRAFT,1030cv,2004,255,1.179,0.797,14.46490,0.475,28,-0.027,.770,0,29,438,468,Conventional,,MPF_DYNACRAFT.pdf
DYNACRAFT,Tour Caliber forged (cavity),1995,256,1.178,0.800,14.60783,0.450,26,-0.029,.771,0,29,436,466,Conventional,,MPF_DYNACRAFT.pdf
WILSON,FG Tour M3 Forged #6,2014,261.7,1.242,0.809,14.2084,0.409,28,0.011,.820,0,14,436,466,Conventional,6,MPF_WILSON.pdf
MIZUNO,Pro S3 #6,2025,255.8,1.205,0.785,11.8351,0.437,30,0.009,.794,0,24,435,465,Conventional,6,MPF_MIZUNO.pdf
TITLEIST,620 CB Forged #6,2020,258.2,1.177,0.780,12.5863,0.472,30.5,-0.013,0.767,0,25,435,465,Conventional,6,MPF_TITLEIST.pdf
TAYLORMADE,Tour Preferred CB #6,2014,265.3,1.276,0.850,13.6462,0.488,29,-0.009,.841,-1,0,434,464,Conventional,6,MPF_TAYLORMADE.pdf
TITLEIST,CB Forged #6,2016,259.2,1.243,0.788,13.5944,0.416,31,0.035,0.823,0,14,434,464,Conventional,6,MPF_TITLEIST.pdf
MIZUNO,MX-1000 #6,2010,261,1.237,0.891,14.7175,0.609,28,-0.072,0.819,0,15,433,463,Conventional,6,MPF_MIZUNO.pdf
WISHON,705 W2 #6,2010,259.7,1.204,.819,13.0285,.509,30,-.021,.798,0,26,432,462,Conventional,6,MPF_WISHON.pdf
CALLAWAY,Prototype-R #6,2010,261.5,1.195,0.804,11.1562,0.513,31,-0.018,.786,0,22,431,461,Conventional,6,MPF_CALLAWAY.pdf
MIURA,Passing Point PP-9003 Forged #6,2013,264,1.242,.837,14.06410,.450,27,-.012,.825,0,14,431,461,Conventional,6,MPF_MIURA.pdf
CALLAWAY,Apex Pro Forged #6,2019,257.8,1.252,0.831,12.3506,0.475,30,0.003,.834,0,12,430,460,Conventional,6,MPF_CALLAWAY.pdf
CALLAWAY,X-Tour #6,2005,261,1.193,0.861,13.0786,0.638,31,-0.072,.789,0,26,430,460,Conventional,6,MPF_CALLAWAY.pdf
BEN HOGAN,Apex (forged),1973,260,1.060,0.778,11.15450,0.625,30,-0.102,.676,0,45,429,459,Conventional,,MPF_BEN_HOGAN.pdf
RAM,FX2 Flow Weighted,1994,255,1.217,0.835,13.67422,0.475,26,-0.033,.802,0,14,429,459,Conventional,,MPF_RAM.pdf
WISHON,702 W #5,2005,259,1.017,.770,12.2248,.646,29,-.121,.649,0,61,429,459,Conventional,5,MPF_WISHON.pdf
NIKE,Vr #6,2009,262.9,1.383,0.857,14.0989,0.422,29,0.029,0.886,-69,0,428,458,Conventional,6,MPF_NIKE.pdf
NIKE,SlingShot HL #5 Hybrid Womens,2009,252.8,1.085,1.180,17.5017,1.559,25,-0.470,0.710,0,53,428,458,Conventional,5,MPF_NIKE.pdf
PING,Blueprint Forged #6,2020,258.6,1.244,0.806,11.0168,0.449,31,0.021,.827,0,11,428,458,Conventional,6,MPF_PING.pdf
TITLEIST,T-MB #6,2016,258.9,1.252,0.854,13.6623,0.502,29,-0.016,0.838,0,14,428,458,Conventional,6,MPF_TITLEIST.pdf
MIZUNO,MP-14,1994,258,1.069,0.784,11.37065,0.600,28,-0.097,.687,0,45,427,457,Conventional,,MPF_MIZUNO.pdf
NIKE,Vr-Pro Combo #6 Forged P,2011,258.7,1.154,0.780,12.1779,0.501,30,-0.029,.751,0,24,427,457,Conventional,6,MPF_NIKE.pdf
NIKE,SlingShot HL Hybrid #5,2009,255.1,1.050,1.166,17.5295,1.559,25,-0.473,0.693,0,70,427,457,Conventional,5,MPF_NIKE.pdf
SPALDING,Top-Flite Plus,1990,255,1.120,0.769,14.51952,0.500,30,-0.032,.737,0,44,427,457,Conventional,,MPF_SPALDING.pdf
TAYLOR MADE,R7 CGB #6,2006,261,1.237,0.912,13.9342,0.625,26,-0.088,.824,0,14,427,457,Conventional,6,MPF_TAYLORMADE.pdf
NIKE,Vapor Fly #6,2016,259.1,1.376,0.930,15.7674,564,27,-0.046,.884,-66,0,426,456,Conventional,6,MPF_NIKE.pdf
BRIDGESTONE,J-40 Forged #6 (“V” cavity),2012,259,1.188,0.783,11.47030,0.465,31,0.003,.786,0,23,425,455,Conventional,6,MPF_BRIDGESTONE_GOLF.pdf
CALLAWAY,X Forged CB #6,2021,260.3,1.249,0.822,12.6867,0.408,28,0.015,.837,0,13,425,455,Conventional,6,MPF_CALLAWAY.pdf
WILSON,D300 #6,2017,264.6,1.301,0.944,14.5584,0.636,26,-0.086,.858,-18,0,425,455,Conventional,6,MPF_WILSON.pdf
CLEVELAND,588 CB Forged #6,2012,260.2,1.216,.789,13.2793,.427,30,.016,.805,0,13,424,454,Conventional,6,MPF_CLEVELAND.pdf
MIZUNO,MP-53 #6 Forged,2011,261.7,1.156,0.818,13.4066,0.574,30,-0.059,.759,0,27,424,454,Conventional,6,MPF_MIZUNO.pdf
TOMMY ARMOUR,Silver Scot #6,2006,259,1.133,0.816,11.3568,0.612,31,-.073,.743,0,34,424,454,Conventional,6,MPF_TOMMYARMOUR.pdf
BEN HOGAN,Apex (forged),2004,256,1.127,0.823,11.13620,0.600,28,-0.086,.737,0,33,423,453,Conventional,,MPF_BEN_HOGAN.pdf
MIZUNO,MP-60 #6,2006,257,1.105,0.830,11.898,0.681,31,-0.110,.720,0,36,421,451,Conventional,6,MPF_MIZUNO.pdf
WISHON,939 H,2003,253,1.207,0.904,14.00310,0.662,27,-0.103,.801,0,14,420,450,Conventional,,MPF_WISHON.pdf
DYNACRAFT,1030b,2004,260,1.093,0.789,12.23330,0.550,27,-0.075,.714,0,37,416,446,Conventional,,MPF_DYNACRAFT.pdf
MIZUNO,JPX 923 Tour #6,2023,258.3,1.209,0.800,12.5744,0.452,30,0.006,.806,0,13,416,446,Conventional,6,MPF_MIZUNO.pdf
KZG,Forged II-M,2003,257,1.139,0.849,14.04040,0.612,26,-0.097,.752,0,28,415,445,Conventional,,MPF_KZG.pdf
MIZUNO,JPX 921 Tour #6,2021,259.5,1.218,0.798,13.0662,0.427,30,0.020,.818,0,13,413,443,Conventional,6,MPF_MIZUNO.pdf
