Club,Shots,Carry (avg),Carry (std),Ball Speed,Club Speed,Smash Factor,Launch Angle,Total Spin,Attack Angle,Club Path,Face to Path,Offline (avg),Offline (std)
7i,76,127.15131578947368,21.374093312051407,97.74078947368422,74.80526315789473,1.3069736842105264,17.264473684210525,4923.6973684210525,-4.364473684210527,-0.19473684210526315,,-9.203947368421053,9.806066418115432
