Club,Category,Speed Ratio,Your Carry,Target Carry,Gap,Your Smash,Target Smash,Your Launch,Target Launch,Your Spin,Target Spin
7i,Competitive Amateur,0.86x,127.15131578947368,146.77834770194858,19.62703191247489,1.3069736842105264,1.38,17.264473684210525,17.3,4923.6973684210525,7451.85
