Session,Date,Shots,Avg Carry,Carry Std,Avg Smash,Offline Avg,Offline Std
session_summary20260220,02/20/2026,10,132.22,15.801040753345614,1.286,-18.15,13.64722601035748
session_summary20260227,02/27/2026,28,132.30357142857144,12.460916146773931,1.335357142857143,-20.428571428571434,8.23217972767742
session_summary20260301,03/01/2026,25,118.06800000000001,31.569588741910042,1.2828,5.108,6.497956088904675
session_summary20260302,03/02/2026,13,129.62307692307692,7.9728867467764175,1.3084615384615383,-5.6692307692307695,6.522505417634924
